gender,age,age_o,race,race_o,samerace,imprace,goal,date,go_out,field_cd,career_c,income,mn_sat,tuition,exphappy,expnum,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr3_1,sinc3_1,intel3_1,fun3_1,amb3_1,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,match
0,35,24,1,6,0,3,6,3,3,3,10,73154.0,1558,33875.0,9,9,34,35,96,79,95,4,9,10,6,9,5,9,9,8,5,7,4,3,4,7,10,8,1,6,8,6,10,5,0
0,27,20,4,4,1,10,4,2,5,17,16,104407.0,1192,47831.0,9,6,25,83,61,90,95,5,3,6,9,8,6,8,2,4,6,3,2,9,10,7,4,3,10,10,4,4,4,9,0
1,23,25,6,6,1,3,3,6,5,8,15,108451.0,1559,18789.0,10,7,69,7,37,60,46,45,4,4,9,9,10,7,1,5,5,8,5,3,10,10,10,6,5,10,10,9,8,3,0
1,29,19,1,4,0,1,5,7,7,7,10,39797.0,1008,23032.0,1,2,87,95,30,61,24,69,10,6,10,8,4,4,3,8,6,7,8,2,3,1,7,2,9,2,9,2,10,8,0
0,24,19,5,3,0,7,2,2,5,7,10,30540.0,1300,24578.0,9,3,44,48,28,83,28,47,3,2,5,7,7,4,6,9,1,9,1,1,6,1,1,9,4,7,6,5,9,4,1
1,35,31,5,1,0,8,1,6,6,8,1,118061.0,1078,29677.0,7,3,35,44,48,17,95,36,4,10,5,9,1,3,1,9,6,6,7,4,5,1,6,5,3,9,5,2,1,10,0
0,19,23,3,5,0,1,2,1,2,7,7,57899.0,1054,17531.0,8,4,51,8,70,29,41,56,6,9,7,2,1,10,8,8,6,2,10,10,9,6,10,8,1,5,4,6,7,9,0
0,27,27,3,2,0,9,6,1,3,13,4,91588.0,1220,40953.0,6,3,7,30,65,70,18,86,2,9,9,9,4,2,8,9,5,9,6,10,2,3,2,8,6,6,5,10,3,9,0
1,32,42,5,6,0,2,3,1,3,12,3,102554.0,1166,40651.0,5,5,47,77,69,96,26,44,4,7,8,2,4,8,9,4,5,7,4,9,1,1,10,8,10,5,4,6,9,2,0
0,29,31,2,2,1,5,6,6,1,3,6,131363.0,1079,28480.0,10,5,17,4,24,78,78,93,10,8,3,5,8,10,2,5,10,9,7,9,7,8,4,10,8,8,8,4,1,5,0
1,43,21,2,1,0,3,1,5,6,3,12,109585.0,1301,15363.0,4,2,62,4,24,96,48,96,8,5,8,10,9,4,10,7,7,2,5,10,3,6,5,7,1,7,4,7,9,6,0
0,34,23,5,6,0,7,2,3,5,4,6,108743.0,869,35859.0,10,3,16,26,23,24,39,92,10,9,9,5,7,9,1,1,10,5,7,2,10,4,7,10,6,1,10,6,4,9,0
1,21,33,3,1,0,3,2,7,1,1,15,116297.0,1559,12502.4,6,3,19,95,44,45,29,15,6,3,5,8,4,7,5,5,10,7,10,5,8,9,7,6,2,5,7,4,1,7,0
1,24,38,3,3,1,3,4,5,2,14,11,76421.0,1212,57566.3,2,8,50,82,8,8,95,96,2,6,5,10,7,4,2,2,9,5,3,2,10,4,6,10,4,10,10,5,2,6,0
1,26,19,2,1,0,9,4,5,7,10,11,55820.0,1026,32363.0,1,5,49,54,19,25,79,85,4,7,3,9,1,1,10,4,9,3,9,4,4,5,1,10,4,6,7,4,2,3,0
0,36,23,3,2,0,9,3,1,6,10,4,87971.0,901,21428.0,9,6,96,95,15,87,25,62,3,9,10,7,6,8,9,2,6,2,1,8,4,9,2,5,7,5,3,8,5,10,0
0,43,26,4,4,1,1,4,5,7,9,8,37452.0,1170,14425.0,9,8,52,84,40,94,93,40,7,1,10,7,1,5,7,2,1,5,10,3,3,8,4,6,3,4,2,7,6,6,0
1,40,32,1,4,0,10,5,6,4,5,7,39666.0,837,34706.0,7,4,4,22,69,39,5,11,3,3,2,6,10,6,3,6,6,9,5,3,4,2,6,8,4,4,7,7,8,9,0
1,24,29,5,2,0,6,6,1,3,17,14,47832.0,960,12502.4,6,4,39,95,77,63,20,11,3,3,4,10,10,10,10,7,9,1,6,3,5,2,6,6,9,6,7,6,3,4,0
0,40,20,2,5,0,5,4,1,7,3,16,122385.0,1559,50053.0,6,1,43,25,69,62,5,14,1,3,10,2,3,5,5,1,6,3,7,4,10,6,8,5,8,6,1,2,5,8,0
0,19,28,4,6,0,7,4,4,3,15,13,79664.0,870,31065.0,7,9,76,26,63,85,5,37,8,9,3,8,2,10,10,2,2,3,7,2,9,2,1,7,2,3,8,9,8,6,0
0,23,32,2,2,1,1,4,7,7,14,4,143471.34999999998,1036,28233.0,7,8,49,94,38,78,33,58,8,4,6,3,2,2,8,10,3,7,6,5,5,3,8,5,3,3,4,5,9,3,0
1,35,20,2,1,0,2,3,3,1,2,6,61298.0,837,33869.0,7,2,4,94,15,61,23,96,10,5,10,6,8,5,1,6,3,2,8,7,7,1,1,3,4,2,9,8,4,1,0
0,23,31,6,2,0,9,4,7,3,17,12,41733.0,1386,15914.0,3,9,64,73,4,75,57,67,2,8,9,7,6,7,7,7,3,8,4,8,3,1,6,8,3,1,1,10,2,1,0
0,30,19,5,2,0,7,4,6,2,4,6,29905.0,1335,42246.0,10,4,37,21,74,33,17,7,10,3,3,8,3,5,2,9,6,2,10,1,1,4,4,1,7,10,3,10,1,6,0
1,43,21,4,1,0,7,2,4,5,5,3,27301.0,853,46022.0,2,4,88,93,95,58,27,96,10,3,3,10,5,9,8,7,1,3,7,6,2,3,3,6,4,2,7,4,5,4,0
0,36,43,5,6,0,7,2,2,2,1,6,26252.95,1078,33756.0,2,6,48,94,60,10,95,4,4,6,5,3,4,10,1,2,1,8,4,7,8,10,10,6,10,1,4,8,2,2,0
0,19,36,4,5,0,1,2,7,4,11,13,64510.0,973,22181.0,10,2,47,78,49,88,16,34,2,4,7,5,4,10,6,9,10,8,2,4,4,10,5,9,9,8,3,2,7,10,0
0,29,29,4,2,0,6,6,2,3,15,11,28715.0,885,13701.0,4,5,4,38,5,19,76,22,3,3,1,9,7,6,3,4,9,2,4,3,5,5,3,8,5,5,8,1,10,5,0
1,32,19,2,6,0,4,5,4,7,11,15,87504.0,1029,46563.0,5,2,5,95,23,18,70,70,3,5,7,7,5,1,5,5,3,8,8,9,7,8,2,3,1,8,4,1,4,2,0
1,31,34,2,3,0,3,5,2,7,5,14,26252.95,1276,52667.0,7,2,89,17,82,37,84,81,9,5,3,4,5,10,9,3,2,6,9,6,9,10,7,9,10,4,6,1,8,3,0
1,23,20,5,4,0,3,1,2,5,13,8,80642.0,1294,12502.4,4,2,80,9,30,66,5,23,6,6,2,8,8,10,3,2,7,9,5,4,3,5,7,7,10,9,7,2,4,4,0
1,35,27,2,1,0,6,3,3,4,8,1,85032.0,1158,46897.0,6,7,48,79,76,19,37,11,10,8,3,7,9,7,8,8,7,4,8,3,5,4,5,3,8,4,3,9,8,1,0
1,22,33,1,4,0,2,5,7,4,6,16,139186.0,896,33454.0,9,4,38,70,27,35,90,84,3,1,10,5,2,6,6,1,4,2,10,6,7,1,9,7,5,2,6,10,5,5,0
1,35,39,3,4,0,3,3,2,1,11,17,26252.95,1443,25060.0,3,5,39,37,12,59,92,14,3,8,1,4,2,10,2,7,1,8,9,2,5,5,3,1,7,3,3,2,6,1,0
1,20,26,5,1,0,5,4,1,3,11,12,126767.0,1491,42095.0,6,8,74,49,56,66,90,63,7,3,1,10,10,6,2,10,10,2,5,4,1,9,7,1,4,8,1,7,4,8,0
0,20,28,4,3,0,7,5,1,5,2,12,95029.0,1134,26293.0,6,9,45,31,68,92,5,61,9,8,4,8,3,6,6,10,9,4,7,3,1,1,10,4,6,3,3,6,4,8,0
0,39,38,4,3,0,4,3,6,6,6,14,115821.0,1520,50296.0,2,2,22,45,62,22,27,4,3,10,3,3,7,3,7,5,10,8,3,10,2,7,3,8,4,9,6,10,3,8,1
1,39,32,4,3,0,7,5,5,5,8,7,45350.0,1005,53159.0,4,1,10,43,53,4,49,37,4,7,4,1,7,2,4,7,4,6,5,4,5,8,3,10,10,8,5,5,10,2,0
0,27,20,3,1,0,8,6,2,3,1,17,85164.0,1440,41879.0,10,8,23,48,96,72,5,78,1,10,7,8,2,6,3,2,2,1,10,8,2,3,8,1,7,8,2,2,3,4,0
0,36,33,1,4,0,2,4,3,5,4,17,65624.0,966,21479.0,9,2,14,31,11,50,11,83,10,7,4,5,3,1,4,5,3,6,10,7,7,10,4,8,9,9,3,7,6,9,0
1,20,38,1,2,0,1,6,4,1,2,15,93969.0,1072,15246.0,1,9,22,43,64,60,24,9,10,3,6,4,4,6,3,3,1,5,8,8,3,10,5,6,1,9,10,7,3,3,0
0,29,38,4,5,0,7,3,2,2,16,5,26252.95,1071,57566.3,8,1,82,19,10,91,26,54,3,3,7,5,6,5,6,7,10,7,4,10,6,8,3,2,6,7,3,4,7,2,0
0,33,38,6,2,0,9,5,1,3,6,1,26252.95,837,34083.0,2,1,29,63,71,68,94,75,5,5,2,3,3,3,7,1,3,8,1,9,3,5,4,10,3,8,3,2,5,5,1
0,34,29,3,4,0,3,3,4,3,14,1,69705.0,1559,42715.0,5,9,42,52,72,36,83,86,3,1,1,8,1,9,2,3,1,6,5,5,3,5,8,4,7,2,8,1,1,2,0
0,24,40,6,5,0,8,1,3,5,15,6,89100.0,1404,27472.0,2,2,42,7,62,95,19,65,3,6,1,3,5,2,4,10,8,10,6,9,6,3,8,4,8,5,2,3,1,5,0
0,30,22,5,6,0,4,4,7,1,3,12,99731.0,904,24181.0,6,4,87,85,70,41,23,16,1,1,8,1,2,10,5,10,10,6,8,7,3,1,9,10,3,7,4,8,3,7,0
1,41,24,3,5,0,1,1,7,5,9,7,133293.0,925,56713.0,8,7,46,64,18,46,38,95,2,10,6,2,1,7,1,4,6,5,2,10,8,10,9,7,4,6,9,10,4,10,0
1,19,26,1,1,1,8,4,2,2,16,17,96593.0,1356,47854.0,3,9,86,60,11,12,42,4,2,5,2,2,9,4,5,5,7,1,9,4,4,1,4,4,10,9,10,6,6,5,1
1,21,38,6,5,0,8,6,6,5,9,17,59033.0,1296,37645.0,1,5,22,29,47,54,59,74,10,7,10,3,8,8,3,4,3,3,8,9,8,5,1,10,9,6,9,7,8,6,0
0,27,35,4,3,0,9,6,6,1,11,3,103859.0,1108,49108.0,7,2,65,4,61,62,28,44,2,4,10,7,9,7,9,5,5,3,2,6,3,2,9,1,5,10,8,8,8,1,0
1,24,38,2,4,0,5,3,2,4,2,7,70278.0,1558,48952.0,10,3,83,95,4,8,95,37,2,8,2,6,6,8,9,5,4,9,3,4,7,3,3,7,6,5,5,9,8,8,0
0,41,25,4,2,0,10,6,1,3,17,12,47492.0,1428,55124.0,3,5,10,87,14,40,25,48,6,9,7,2,2,1,8,1,7,7,3,2,9,1,6,6,10,7,10,2,10,9,0
0,34,29,3,4,0,5,2,6,2,8,6,84971.0,1107,52191.0,4,6,76,38,80,78,76,60,6,2,10,7,7,8,10,4,1,10,5,7,4,5,2,5,5,10,5,8,2,4,0
0,37,37,1,5,0,2,3,2,1,13,3,29591.0,953,19487.0,5,4,70,41,4,33,28,34,2,5,8,3,8,3,8,10,10,6,8,8,1,2,4,1,8,5,5,4,2,5,1
0,23,19,1,4,0,8,6,4,2,13,7,90386.0,837,30117.0,6,2,30,85,11,35,40,96,4,4,1,4,1,2,1,4,8,4,4,1,4,3,3,1,7,2,10,6,9,6,0
1,36,27,3,3,1,8,5,6,6,18,6,26674.0,1259,46665.0,6,8,29,40,92,68,11,76,6,3,5,4,2,5,7,9,7,6,8,7,3,5,10,9,5,3,2,1,5,4,0
1,22,36,5,1,0,4,1,3,3,12,1,73823.0,1238,49817.0,4,4,84,78,50,4,12,21,2,1,6,4,6,4,1,7,1,2,8,2,1,4,9,1,9,6,4,2,7,5,0
0,27,26,1,1,1,5,5,6,7,4,9,26716.0,1200,21345.0,6,8,49,10,86,48,16,5,4,10,8,2,9,1,8,9,2,5,8,5,9,3,4,9,7,9,3,3,10,4,1
1,26,42,2,4,0,9,2,2,7,1,12,121937.0,1400,41009.0,10,7,91,56,14,40,33,50,6,1,2,3,10,3,1,6,4,2,4,3,2,1,5,6,4,8,2,7,2,8,0
0,43,41,6,6,1,2,2,2,5,6,17,77809.0,845,50420.0,5,5,38,55,42,9,5,36,2,2,3,6,6,5,5,8,10,9,8,4,4,4,5,2,3,7,2,5,2,4,0
1,30,25,1,6,0,3,5,3,7,11,9,134729.0,1139,29982.0,10,6,43,84,51,96,40,76,2,4,1,4,8,8,10,6,3,4,7,3,9,7,8,2,7,1,6,3,9,3,1
1,36,41,3,2,0,7,5,2,6,10,8,75850.0,1476,52011.0,5,4,77,93,37,22,95,69,5,7,6,1,9,2,4,10,6,6,9,2,9,3,9,8,8,6,8,1,7,7,0
0,38,41,6,5,0,8,4,3,7,9,16,112841.0,1455,12502.4,10,3,62,35,22,9,11,36,1,9,5,10,5,4,10,1,3,5,8,6,8,8,5,2,4,5,6,5,1,4,0
1,41,41,2,6,0,6,4,6,1,14,14,78150.0,1059,48745.0,9,1,90,73,85,24,40,16,4,6,1,4,9,10,10,10,9,9,9,9,1,3,3,1,9,7,7,3,2,8,0
0,23,19,5,1,0,9,1,3,4,3,13,88264.0,1552,12502.4,9,4,43,6,79,31,94,29,8,3,5,4,3,10,3,9,10,7,8,2,4,6,6,10,5,9,10,6,3,4,0
1,21,23,1,6,0,7,6,2,7,14,10,139510.0,837,28178.0,2,9,21,25,76,75,33,39,8,10,7,1,2,3,2,4,1,3,10,3,1,7,3,1,5,4,9,8,1,9,0
0,41,29,3,1,0,7,3,7,5,14,17,29735.0,1499,44986.0,9,9,78,55,39,4,83,31,8,9,2,7,10,1,1,3,6,2,3,4,9,3,3,9,10,6,4,7,2,5,0
0,43,42,1,3,0,7,2,3,6,7,1,117433.0,1213,23719.0,7,4,17,35,81,50,5,95,3,1,7,10,4,8,1,7,9,8,1,7,6,7,9,10,9,10,3,4,7,9,0
1,20,41,2,1,0,4,4,4,5,14,4,121657.0,1190,49913.0,4,3,18,70,65,14,5,4,7,6,8,8,1,10,3,5,1,6,9,2,6,9,2,6,6,9,4,6,10,3,0
1,20,36,6,1,0,9,6,3,1,7,17,90168.0,1213,38218.0,5,8,11,82,92,5,73,81,5,4,4,10,7,9,7,7,3,6,1,9,6,4,6,3,5,5,4,8,6,6,0
0,21,43,6,5,0,6,3,1,3,18,17,128449.0,995,44753.0,3,8,80,27,66,4,25,9,9,9,5,2,1,10,8,10,10,6,3,9,2,2,7,9,10,4,6,3,9,2,0
1,42,34,2,4,0,2,1,5,2,1,5,121300.0,1559,33022.0,5,6,49,52,96,96,71,81,4,1,9,6,8,1,4,7,7,4,4,9,1,8,6,3,6,8,6,4,8,8,1
1,22,19,3,6,0,8,2,3,2,17,17,119383.0,1401,34287.0,8,1,75,8,96,86,84,35,8,1,2,8,6,8,6,10,6,8,9,1,6,4,8,4,8,2,6,1,7,4,1
0,25,28,2,5,0,6,1,5,2,15,13,98071.0,875,33232.0,3,2,82,88,96,18,48,70,4,1,3,9,7,3,10,3,4,3,10,8,2,2,9,8,6,10,3,7,9,5,0
0,33,35,2,2,1,3,3,7,7,5,16,92206.0,899,50519.0,2,6,24,36,49,66,18,91,3,10,6,5,3,9,9,4,6,3,2,3,6,1,5,6,6,3,1,5,4,6,0
1,39,40,5,4,0,10,3,4,1,16,6,143471.34999999998,837,51728.0,6,8,29,94,53,63,87,75,1,5,8,4,2,6,9,7,4,4,8,8,5,8,10,1,9,9,6,3,7,1,0
0,20,39,3,5,0,10,4,5,2,10,1,70122.0,844,51276.0,8,3,40,20,96,37,45,47,4,10,5,5,4,7,8,2,6,6,9,5,1,6,8,5,8,10,5,8,1,2,0
0,41,28,4,4,1,10,2,7,7,8,1,143471.34999999998,942,31762.0,2,2,7,57,31,58,91,84,10,7,6,5,4,2,9,9,6,3,4,6,5,9,8,10,9,6,10,10,1,9,1
0,29,35,5,5,1,5,1,7,2,8,8,143471.34999999998,839,46755.0,8,5,24,4,86,50,94,22,9,7,2,2,3,9,2,5,2,2,1,4,9,8,4,6,7,6,8,5,3,2,0
1,42,25,2,3,0,9,1,6,5,8,1,82517.0,980,56937.0,3,9,56,81,62,84,48,47,4,4,1,8,6,1,10,3,2,5,5,5,9,10,2,1,1,10,9,3,10,10,1
1,25,32,5,3,0,9,4,2,7,12,4,82260.0,1284,31501.0,5,3,79,4,96,18,42,89,6,8,8,1,2,8,7,3,1,5,9,7,4,2,3,9,9,1,1,1,3,1,0
0,30,26,4,1,0,3,5,2,7,8,10,117438.0,1015,15322.0,9,6,43,29,45,82,5,33,7,8,2,10,7,10,2,4,4,4,9,3,9,7,10,2,6,9,10,7,3,9,1
1,21,32,3,3,1,7,1,2,4,5,10,126857.0,940,14860.0,8,2,77,39,70,68,21,31,10,4,10,1,8,10,9,1,8,1,6,1,7,1,6,4,8,4,2,9,6,6,0
0,31,24,2,3,0,8,4,2,6,18,2,31779.0,1154,13219.0,4,3,93,75,52,6,52,81,5,4,7,2,3,2,9,5,4,7,9,1,7,3,6,3,7,2,2,3,7,3,0
1,31,37,3,1,0,7,3,4,7,18,4,100221.0,972,48924.0,3,9,54,63,84,34,38,64,10,9,2,3,9,4,7,10,4,7,7,3,4,3,8,9,9,5,7,8,5,9,0
0,30,30,3,3,1,6,3,4,5,3,4,115122.0,1528,48382.0,3,6,22,77,19,86,5,87,7,9,9,4,9,3,4,5,7,1,3,1,2,5,5,1,1,6,3,4,3,6,0
0,43,30,4,5,0,6,5,7,7,12,9,26252.95,1439,14549.0,10,8,12,44,47,39,78,51,3,3,5,8,2,3,2,5,8,5,3,7,6,7,1,2,6,4,1,8,7,1,1
1,23,19,4,4,1,2,5,5,6,9,6,112195.0,1304,26479.0,5,9,96,4,40,16,24,7,5,5,6,5,4,5,4,9,7,2,9,3,4,8,5,9,2,2,4,6,4,7,0
0,34,37,3,5,0,8,6,3,1,7,11,34919.0,1075,28050.0,3,4,40,61,82,44,76,43,2,5,4,9,4,1,9,5,3,2,4,8,4,3,5,10,8,5,8,2,10,6,0
1,21,21,6,3,0,8,2,1,1,11,14,47600.0,1019,33224.0,1,5,50,4,96,85,69,67,4,6,2,1,5,2,7,4,9,6,4,7,3,1,7,3,5,6,3,6,5,1,1
1,25,41,2,6,0,2,2,2,6,15,4,143471.34999999998,837,20352.0,10,6,18,62,55,29,94,47,2,3,7,4,5,3,10,10,7,4,7,5,8,8,3,2,9,2,4,10,6,8,1
0,34,21,3,5,0,7,5,2,4,6,10,39885.0,1041,23611.0,8,4,59,4,38,61,60,20,8,4,6,5,8,9,6,8,7,6,10,8,8,1,1,9,8,7,8,3,3,6,0
0,20,21,6,1,0,8,3,1,1,14,3,124996.0,1529,12502.4,3,3,94,70,4,54,26,90,5,10,2,1,10,4,5,4,2,4,5,2,10,5,2,3,8,4,6,5,1,5,0
1,34,30,5,5,1,9,2,4,1,14,17,39977.0,837,33302.0,3,7,40,74,24,45,13,84,7,2,2,4,5,8,3,4,3,10,3,7,8,10,8,8,8,4,6,6,8,1,0
0,26,19,4,2,0,2,1,7,4,9,5,94489.0,1379,37530.0,7,8,46,15,72,45,48,61,3,7,5,10,9,2,8,10,2,4,3,4,5,2,8,5,7,8,9,10,1,8,0
0,19,43,1,5,0,6,5,1,2,2,4,88311.0,1212,15008.0,9,6,7,19,23,51,10,78,5,3,9,1,4,8,7,6,5,4,4,2,9,3,5,1,10,1,7,10,5,10,0
0,42,40,1,1,1,4,1,1,7,10,2,89255.0,1389,30803.0,1,5,27,26,51,96,72,43,9,1,9,4,6,1,8,8,10,5,5,8,8,3,2,1,2,3,4,7,10,4,0
0,30,32,3,5,0,8,5,7,3,12,13,93506.0,837,53031.0,2,8,93,20,33,83,24,76,3,4,4,3,1,3,1,1,1,1,10,4,1,2,1,3,1,1,2,4,3,8,1
0,37,21,4,5,0,5,5,6,4,13,5,107967.0,1379,14346.0,1,7,36,49,96,26,13,85,6,10,8,1,6,8,3,9,4,8,6,3,8,1,2,7,3,8,6,5,10,8,0
1,19,43,3,6,0,4,5,3,3,16,9,26252.95,871,12502.4,6,1,75,27,43,37,95,4,2,9,3,4,3,10,4,5,5,4,6,6,8,10,5,1,5,8,6,1,4,7,0
1,37,23,1,5,0,4,2,2,3,15,2,137864.0,974,22505.0,5,5,66,9,11,60,73,90,5,9,2,10,4,9,7,6,7,8,2,3,8,7,8,5,1,2,4,3,1,9,0
0,28,20,6,2,0,3,1,6,4,17,13,46837.0,1300,57566.3,4,2,84,65,51,41,23,52,10,4,7,7,3,2,8,9,7,9,7,1,9,6,7,7,8,10,7,8,2,8,0
0,43,24,3,6,0,3,3,4,2,17,17,58917.0,917,47298.0,6,7,19,17,21,27,29,6,5,6,1,3,8,9,5,3,8,2,8,10,5,8,10,4,8,6,8,4,2,6,0
0,43,23,2,3,0,1,3,7,6,16,5,37045.0,1209,57566.3,4,4,96,20,22,13,38,76,2,7,2,2,8,4,5,2,7,9,1,8,5,2,10,1,8,9,4,4,4,4,0
1,39,20,2,4,0,6,1,5,2,14,16,94065.0,1194,39300.0,5,2,15,7,65,80,81,26,2,7,1,3,8,5,7,9,1,4,4,5,2,8,1,3,6,10,5,10,8,2,1
0,32,21,1,4,0,4,6,6,7,13,3,56479.0,959,57566.3,7,1,22,43,9,84,28,44,8,4,9,5,7,9,1,9,3,10,2,6,6,6,4,3,10,9,4,3,1,7,0
1,28,27,2,6,0,6,4,3,1,16,12,99789.0,1038,17066.0,6,6,44,14,11,8,70,94,2,4,6,6,1,7,5,2,7,1,3,6,6,8,8,7,8,3,9,10,4,5,0
1,40,38,4,1,0,7,5,3,4,15,1,39742.0,993,57566.3,1,9,27,28,47,50,7,52,10,5,9,9,3,1,10,1,7,3,6,4,8,9,5,10,4,6,9,3,9,3,1
1,20,26,5,2,0,10,3,3,4,12,7,104428.0,1314,19142.0,10,3,19,21,32,47,22,52,3,2,4,9,1,2,10,9,4,2,6,3,5,10,8,10,1,1,6,5,8,5,0
0,20,23,6,5,0,5,5,7,1,5,12,120017.0,962,34434.0,10,7,24,67,96,60,32,95,10,2,6,2,5,8,6,6,4,5,7,4,7,9,4,6,8,1,1,5,3,7,0
1,43,37,6,1,0,6,2,7,7,6,13,99148.0,1028,25884.0,6,5,68,74,51,72,29,27,9,5,7,6,2,10,10,7,10,8,9,2,2,3,4,8,3,7,10,4,10,7,0
0,29,43,6,4,0,8,6,2,2,14,8,29372.0,1489,51364.0,1,5,75,6,69,13,74,4,1,1,10,10,7,7,5,10,3,6,3,5,2,6,3,3,9,7,9,2,2,9,1
1,41,28,2,5,0,7,2,4,2,6,7,26913.0,1532,45305.0,3,7,54,45,58,57,68,37,9,10,1,9,6,5,10,9,7,2,7,9,6,5,9,7,6,6,6,2,8,9,0
0,22,24,4,5,0,7,4,7,7,8,15,72401.0,1520,32695.0,8,1,27,51,15,21,5,96,9,9,6,4,5,3,10,5,10,2,3,7,4,5,2,4,9,3,7,5,7,6,1
1,37,35,5,5,1,4,3,3,3,10,14,111792.0,1321,50795.0,1,9,20,4,4,23,78,96,5,8,2,6,1,9,9,1,2,1,8,9,10,7,5,2,2,5,10,5,4,6,0
0,24,21,4,1,0,5,4,3,5,8,2,138578.0,1405,42162.0,7,1,27,16,10,88,78,40,4,7,1,2,2,8,9,5,9,7,7,2,6,6,9,5,4,10,5,10,2,4,0
1,24,22,1,1,1,2,3,6,3,12,11,122765.0,1383,52455.0,6,3,18,95,4,65,80,33,10,7,9,7,6,3,3,1,6,2,7,10,3,3,1,9,6,4,3,9,5,8,0
0,30,21,3,4,0,6,2,4,6,16,11,61853.0,912,12781.0,7,6,79,92,36,64,39,74,10,1,10,2,2,10,6,6,9,1,6,10,6,1,10,5,10,1,3,6,9,2,0
0,26,21,5,4,0,8,5,1,2,11,3,111679.0,1209,19255.0,1,7,42,4,54,47,58,77,7,3,5,1,7,4,1,6,2,9,8,5,7,8,4,8,4,1,4,10,4,3,0
0,42,43,2,5,0,9,2,1,1,9,8,99982.0,1300,39208.0,5,2,34,26,83,95,94,24,1,5,3,1,3,7,4,10,8,7,8,2,10,5,5,10,2,4,7,2,2,5,0
0,38,30,4,4,1,3,4,3,7,5,9,26252.95,1559,36893.0,5,9,6,4,94,4,9,64,2,7,7,2,4,8,3,9,10,6,3,9,8,8,4,5,1,3,10,8,6,6,0
1,30,33,2,2,1,4,2,1,2,15,13,75303.0,1470,26359.0,3,2,42,72,17,33,68,29,10,7,4,7,6,8,3,9,3,8,2,6,9,6,5,1,4,8,3,7,5,8,0
1,29,42,4,5,0,10,5,7,3,2,1,99914.0,1230,42196.0,4,3,45,30,64,37,78,25,10,10,5,5,5,7,1,1,5,8,9,6,1,2,4,8,9,2,3,3,6,1,0
0,30,31,2,3,0,10,6,1,4,10,6,51355.0,1160,19893.0,7,9,33,16,10,82,70,4,5,4,4,7,2,5,4,9,6,2,3,4,1,8,2,9,8,5,9,2,2,6,1
1,41,28,5,3,0,9,6,4,4,14,5,128779.0,1290,14639.0,7,8,36,21,58,79,85,51,6,5,7,6,9,4,3,7,4,2,9,2,5,4,8,6,8,5,10,4,8,4,0
0,27,19,6,2,0,7,6,2,4,4,4,26364.0,1175,12502.4,6,5,64,20,86,4,14,96,6,9,3,3,2,10,5,1,5,5,6,5,3,7,10,9,3,7,1,8,9,5,0
0,19,39,6,2,0,8,6,2,7,17,9,60631.0,920,15966.0,2,1,86,77,21,96,84,48,1,5,1,1,8,3,9,2,7,3,7,5,9,9,10,5,4,9,4,3,3,6,0
1,42,31,1,4,0,8,4,1,6,1,15,36008.0,1288,46344.0,2,7,83,61,87,82,26,18,2,10,2,9,2,4,4,4,3,1,4,1,7,2,4,3,5,5,1,5,3,2,0
0,25,41,4,4,1,9,5,5,7,7,8,137018.0,1103,52506.0,7,9,34,60,69,24,15,87,4,1,8,3,4,1,9,5,4,2,9,8,4,7,3,1,4,3,6,6,8,10,0
0,39,41,2,1,0,10,6,7,4,11,2,31503.0,926,34137.0,4,6,86,27,84,35,57,96,9,5,7,7,4,9,8,10,9,7,5,8,4,8,6,1,6,7,3,2,2,7,0
1,33,43,1,4,0,5,5,4,5,14,15,136792.0,1094,41957.0,10,1,54,25,61,96,90,11,9,2,6,1,1,5,10,1,9,2,9,8,1,8,1,4,6,7,7,10,9,1,0
0,30,24,5,1,0,10,5,4,7,9,17,45955.0,1279,39339.0,3,1,27,38,82,69,85,4,9,3,5,8,2,4,9,6,2,5,3,4,2,7,7,8,1,5,6,4,1,4,0
0,20,43,2,1,0,6,5,1,1,11,8,89781.0,1424,37949.0,5,4,77,69,57,15,77,7,5,9,10,9,1,10,1,1,5,2,4,8,8,9,4,3,7,5,5,10,5,7,0
0,20,28,5,4,0,6,2,5,6,6,14,36877.0,837,22660.0,7,2,95,28,19,54,52,65,10,2,1,8,8,5,1,3,3,2,6,5,10,9,1,10,1,7,6,10,2,7,1
0,41,21,3,3,1,5,2,1,6,16,8,87829.0,1159,45926.0,6,1,96,31,81,13,14,69,1,3,9,8,4,7,4,10,6,6,7,10,10,9,7,8,4,8,3,10,3,5,0
1,22,24,5,2,0,4,1,7,1,14,14,96745.0,900,17099.0,4,4,53,95,32,17,86,90,5,7,8,6,4,2,10,1,3,9,1,8,1,1,5,1,3,9,7,8,6,6,0
1,43,33,6,1,0,1,6,2,7,2,3,48462.0,1252,24408.0,1,4,14,88,4,83,56,9,8,9,8,3,4,6,4,10,6,2,5,8,5,2,9,10,10,4,5,7,3,6,1
1,28,43,6,6,1,4,6,5,2,17,5,108134.0,1559,17755.0,4,7,16,34,46,75,27,35,8,10,5,3,2,2,3,4,3,5,3,8,3,5,4,8,2,10,9,8,7,3,0
